what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.common.snippets,1.2.100.v201103281740,"org.eclipse.wst.common.snippets",1318946797946
started,bundle,org.eclipse.gef,3.7.1.v20110830-1143,"org.eclipse.gef",1318946797978
started,bundle,org.eclipse.draw2d,3.7.1.v20110830-1143,"org.eclipse.draw2d",1318946798024
opened,view,org.eclipse.wst.common.snippets,1.2.100.v201103281740,"org.eclipse.wst.common.snippets.internal.ui.SnippetsView",1318946798227
activated,view,org.eclipse.wst.common.snippets,1.2.100.v201103281740,"org.eclipse.wst.common.snippets.internal.ui.SnippetsView",1318946798258
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1318946798539
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1318946819787
error,log,,,"Server JBoss v5.0 at localhost was unable to start within 50 seconds. If the server requires more time, try increasing the timeout in the server editor.",1318946824810
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318946824825
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318946826409
started,bundle,org.eclipse.jst.server.generic.ui,1.0.505.v20100428,"org.eclipse.jst.server.generic.ui",1318946828536
opened,editor,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.editor",1318946828824
activated,editor,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.editor",1318946828843
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1318946839985
closed,editor,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.editor",1318946839985
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318946840484
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318946841164
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318946842090
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318946856529
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1318946856544
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1318946858806
executed,command,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.publish",1318946858900
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318946860663
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318946862113
executed,command,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.publish",1318946862223
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318946865218
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318946867261
executed,command,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.publish",1318946870413
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318946870709
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318946871395
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1318946871395
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318946873470
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318946879975
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1318946884167
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318946885197
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318946887225
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318946888083
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318946889237
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318946891468
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318946895633
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318946896647
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318946912325
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318946917651
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318946921051
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318946921521
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318946924595
executed,command,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.publish",1318946928343
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318946928648
