what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1318785367567
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318785370874
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318785370936
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318785372777
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318785375367
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318785376427
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318785376505
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1318785376505
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1318785377270
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318785378580
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318785380936
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318785380998
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318785384539
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1318785384758
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318785386645
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1318785386661
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318785396785
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318785398891
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1318785398938
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318785421402
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318785424850
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.help.aboutAction",1318785424865
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318785431542
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1318785433321
